locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_00332	CDS	528				hypothetical protein
FBJMCHFD_00333	CDS	807	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FBJMCHFD_00334	CDS	684	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
FBJMCHFD_00335	CDS	327	ywdI_1			putative protein YwdI
FBJMCHFD_00336	CDS	1320	ywdJ_1		COG2233	Putative purine permease YwdJ
FBJMCHFD_00337	CDS	372				hypothetical protein
FBJMCHFD_00338	CDS	546	gerQ_1			Spore coat protein GerQ
FBJMCHFD_00339	CDS	771	spsA_1		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
FBJMCHFD_00340	CDS	1425				hypothetical protein
FBJMCHFD_00341	CDS	1170	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
FBJMCHFD_00342	CDS	864	wecD_1	2.3.1.210		dTDP-fucosamine acetyltransferase
FBJMCHFD_00343	CDS	1122	spsE_1		COG2089	Spore coat polysaccharide biosynthesis protein SpsE
FBJMCHFD_00344	CDS	744	kdsB_1	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
FBJMCHFD_00345	CDS	1005	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FBJMCHFD_00346	CDS	738	rmlA_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
FBJMCHFD_00347	CDS	948	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
FBJMCHFD_00348	CDS	849	rmlD_1	1.1.1.133		dTDP-4-dehydrorhamnose reductase
FBJMCHFD_00349	CDS	456	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
FBJMCHFD_00350	CDS	945	bcrA_2			Bacitracin transport ATP-binding protein BcrA
FBJMCHFD_00351	CDS	705				hypothetical protein
FBJMCHFD_00352	CDS	867				hypothetical protein
FBJMCHFD_00353	CDS	699	walR_1		COG0745	Transcriptional regulatory protein WalR
FBJMCHFD_00354	CDS	936	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FBJMCHFD_00355	CDS	1287	rocG_1	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
FBJMCHFD_00356	CDS	1548	rocA_1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
FBJMCHFD_00357	CDS	1683	rocB_1		COG4187	Protein RocB
FBJMCHFD_00358	CDS	1419	rocC_1		COG0833	Amino-acid permease RocC
FBJMCHFD_00359	CDS	1203	bcr_1			Bicyclomycin resistance protein
FBJMCHFD_00360	CDS	1239	sotB_1			sugar efflux transporter
FBJMCHFD_00361	CDS	615	bacA_1	4.1.1.100		Prephenate decarboxylase
FBJMCHFD_00362	CDS	711	bacB_1	5.3.3.19		H2HPP isomerase
FBJMCHFD_00363	CDS	762	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FBJMCHFD_00364	CDS	1419	bacD_1	6.3.2.49		Alanine--anticapsin ligase
FBJMCHFD_00365	CDS	1182	bacE_1			Putative bacilysin exporter BacE
FBJMCHFD_00366	CDS	1200	bacF_1	2.6.1.-	COG0436	Transaminase BacF
FBJMCHFD_00367	CDS	801	bacG_1	1.3.1.-	COG1028	NADPH-dependent reductase BacG
FBJMCHFD_00368	CDS	765		1.11.1.-	COG3253	Putative heme-dependent peroxidase
FBJMCHFD_00369	CDS	972	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
FBJMCHFD_00370	CDS	972				hypothetical protein
FBJMCHFD_00371	CDS	900	cysL_2		COG0583	HTH-type transcriptional regulator CysL
FBJMCHFD_00372	CDS	864	lipL_1	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
FBJMCHFD_00373	CDS	180				hypothetical protein
FBJMCHFD_00374	CDS	960				hypothetical protein
FBJMCHFD_00375	CDS	798				hypothetical protein
FBJMCHFD_00376	CDS	837				hypothetical protein
FBJMCHFD_00377	CDS	954				hypothetical protein
FBJMCHFD_00378	CDS	921	bcrA_3			Bacitracin transport ATP-binding protein BcrA
FBJMCHFD_00379	CDS	555				hypothetical protein
FBJMCHFD_00380	CDS	315				hypothetical protein
FBJMCHFD_00381	CDS	384	aldH1_1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
FBJMCHFD_00382	CDS	678	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
FBJMCHFD_00383	CDS	807	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FBJMCHFD_00384	CDS	816	pdxK_2	2.7.1.35	COG0351	Pyridoxine kinase
FBJMCHFD_00385	CDS	249				hypothetical protein
FBJMCHFD_00386	CDS	1440	scrB_2	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
FBJMCHFD_00387	CDS	1386	sacX_2		COG1263	Negative regulator of SacY activity
FBJMCHFD_00388	CDS	771	nirC		COG2116	Nitrite transporter NirC
FBJMCHFD_00389	CDS	501	sacY_2		COG3711	Levansucrase and sucrase synthesis operon antiterminator
FBJMCHFD_00390	CDS	342	sacY_3		COG3711	Levansucrase and sucrase synthesis operon antiterminator
FBJMCHFD_00391	CDS	303				hypothetical protein
FBJMCHFD_00392	CDS	2421	vpr_2	3.4.21.-	COG1404	Minor extracellular protease vpr
FBJMCHFD_00393	CDS	1002	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
FBJMCHFD_00394	CDS	750	nfrA1_2	1.5.1.38	COG0778	FMN reductase (NADPH)
FBJMCHFD_00395	CDS	1182	rodA_2	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
FBJMCHFD_00396	CDS	1146	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
FBJMCHFD_00397	CDS	261	ywcE_2			Spore morphogenesis and germination protein YwcE
FBJMCHFD_00398	CDS	375	qoxD_2	1.10.3.-		Quinol oxidase subunit 4
FBJMCHFD_00399	CDS	615	qoxC_2	1.10.3.-		Quinol oxidase subunit 3
FBJMCHFD_00400	CDS	1950	qoxB_2	1.10.3.-		Quinol oxidase subunit 1
FBJMCHFD_00401	CDS	1002	qoxA_2	1.10.3.-		Quinol oxidase subunit 2
FBJMCHFD_00402	CDS	249				hypothetical protein
FBJMCHFD_00403	CDS	1542	galT_2	2.7.7.12		Galactose-1-phosphate uridylyltransferase
FBJMCHFD_00404	CDS	1173	galK_2	2.7.1.6	COG0153	Galactokinase
FBJMCHFD_00405	CDS	405				hypothetical protein
FBJMCHFD_00406	CDS	672				hypothetical protein
FBJMCHFD_00407	CDS	159	slrA_2			Transcriptional regulator SlrA
FBJMCHFD_00408	CDS	309				hypothetical protein
FBJMCHFD_00409	CDS	1542	actP		COG4147	Cation/acetate symporter ActP
FBJMCHFD_00410	CDS	603				hypothetical protein
FBJMCHFD_00411	CDS	1251	efeN_2	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
FBJMCHFD_00412	CDS	1158	efeM		COG2822	putative iron uptake system component EfeM
FBJMCHFD_00413	CDS	1443	efeU		COG0672	Ferrous iron permease EfeU
FBJMCHFD_00414	CDS	669	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
FBJMCHFD_00415	CDS	819	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FBJMCHFD_00416	CDS	906	cynR_2			HTH-type transcriptional regulator CynR
FBJMCHFD_00417	CDS	387				hypothetical protein
FBJMCHFD_00418	CDS	678	yohK_2		COG1346	Inner membrane protein YohK
FBJMCHFD_00419	CDS	1203				hypothetical protein
FBJMCHFD_00420	CDS	198				hypothetical protein
FBJMCHFD_00421	CDS	1188	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FBJMCHFD_00422	CDS	381	gloA_2	4.4.1.5	COG0346	Lactoylglutathione lyase
FBJMCHFD_00423	CDS	678				hypothetical protein
FBJMCHFD_00424	CDS	1323	licC_3		COG1455	Lichenan permease IIC component
FBJMCHFD_00425	CDS	2058	epr_2	3.4.21.-	COG1404	Minor extracellular protease Epr
FBJMCHFD_00426	CDS	1380	sacX_3		COG1263	Negative regulator of SacY activity
FBJMCHFD_00427	CDS	843	sacY_4		COG3711	Levansucrase and sucrase synthesis operon antiterminator
FBJMCHFD_00428	CDS	861	gspA_2		COG1442	General stress protein A
FBJMCHFD_00429	CDS	714				hypothetical protein
FBJMCHFD_00430	CDS	516	hpr_2			HTH-type transcriptional regulator Hpr
FBJMCHFD_00431	CDS	1239	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
FBJMCHFD_00432	CDS	1368	ywaD_1	3.4.11.6	COG2234	Aminopeptidase YwaD
FBJMCHFD_00433	CDS	633	ywaC_2	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
FBJMCHFD_00434	CDS	333				hypothetical protein
FBJMCHFD_00435	CDS	759	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
FBJMCHFD_00436	CDS	936	menA_2	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
FBJMCHFD_00437	CDS	135				hypothetical protein
FBJMCHFD_00438	CDS	150				hypothetical protein
FBJMCHFD_00439	CDS	1512	dltA_2	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
FBJMCHFD_00440	CDS	1188				hypothetical protein
FBJMCHFD_00441	CDS	237	dltC_2		COG0236	D-alanyl carrier protein
FBJMCHFD_00442	CDS	1179	dltD_2		COG3966	Protein DltD
FBJMCHFD_00443	CDS	453				hypothetical protein
FBJMCHFD_00444	CDS	1092	ilvK_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase 2
FBJMCHFD_00445	CDS	1329	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
FBJMCHFD_00446	CDS	333	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
FBJMCHFD_00447	CDS	1359	licC_4		COG1455	Lichenan permease IIC component
FBJMCHFD_00448	CDS	309	licB_2	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
FBJMCHFD_00449	CDS	1926	licR_2		COG1762	putative licABCH operon regulator
FBJMCHFD_00450	CDS	159				hypothetical protein
FBJMCHFD_00451	CDS	591		3.2.2.-		Putative 3-methyladenine DNA glycosylase
FBJMCHFD_00452	CDS	1644	katA_2	1.11.1.6	COG0753	Catalase
FBJMCHFD_00453	CDS	1203	yajR		COG0477	Inner membrane transport protein YajR
FBJMCHFD_00454	CDS	777	yxlG			putative transmembrane protein YxlG
FBJMCHFD_00455	CDS	888	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
FBJMCHFD_00456	CDS	189	yxlE			Negative regulatory protein YxlE
FBJMCHFD_00457	CDS	207	yxlD			Negative regulatory protein YxlD
FBJMCHFD_00458	CDS	321	yxlC			putative protein YxlC
FBJMCHFD_00459	CDS	537	sigY		COG1595	RNA polymerase sigma factor SigY
FBJMCHFD_00460	CDS	1374	pucI_2		COG1953	putative allantoin permease
FBJMCHFD_00461	CDS	831	nnrD_2	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
FBJMCHFD_00462	CDS	1728			COG1132	putative ABC transporter ATP-binding/permease protein
FBJMCHFD_00463	CDS	1704	cydD_2		COG4988	ATP-binding/permease protein CydD
FBJMCHFD_00464	CDS	1017	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
FBJMCHFD_00465	CDS	1407	cydA_2	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
FBJMCHFD_00466	CDS	1353	cimH_2		COG3493	Citrate/malate transporter
FBJMCHFD_00467	CDS	1689	htpX_2	3.4.24.-		Protease HtpX
FBJMCHFD_00468	CDS	201				hypothetical protein
FBJMCHFD_00469	CDS	840				hypothetical protein
FBJMCHFD_00470	CDS	1098	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
FBJMCHFD_00471	CDS	894	lrp_2			Leucine-rich protein
FBJMCHFD_00472	CDS	1458	aldY	1.2.1.3	COG1012	Putative aldehyde dehydrogenase AldY
FBJMCHFD_00473	CDS	837				hypothetical protein
FBJMCHFD_00474	CDS	1020	lnpD_2	5.1.3.2		UDP-glucose 4-epimerase
FBJMCHFD_00475	CDS	474				hypothetical protein
FBJMCHFD_00476	CDS	1224				hypothetical protein
FBJMCHFD_00477	CDS	657	liaR_2		COG2197	Transcriptional regulatory protein LiaR
FBJMCHFD_00478	CDS	1233	pepT_2	3.4.11.4	COG2195	Peptidase T
FBJMCHFD_00479	CDS	129				hypothetical protein
FBJMCHFD_00480	CDS	171				hypothetical protein
FBJMCHFD_00481	CDS	489				hypothetical protein
FBJMCHFD_00482	CDS	1134	metE_2	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FBJMCHFD_00483	CDS	1137	metE_3	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FBJMCHFD_00484	CDS	774	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
FBJMCHFD_00485	CDS	651	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
FBJMCHFD_00486	CDS	717	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
FBJMCHFD_00487	CDS	1419				hypothetical protein
FBJMCHFD_00488	CDS	849	rlmA_2	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
FBJMCHFD_00489	CDS	1194	nupG_2		COG1972	Purine nucleoside transport protein NupG
FBJMCHFD_00490	CDS	672				hypothetical protein
FBJMCHFD_00491	CDS	291				hypothetical protein
FBJMCHFD_00492	CDS	2061	katE_2	1.11.1.6	COG0753	Catalase HPII
FBJMCHFD_00493	CDS	1281	citN_2		COG2851	Citrate transporter
FBJMCHFD_00494	CDS	729	bglS_2	3.2.1.73	COG2273	Beta-glucanase
FBJMCHFD_00495	CDS	834	licT		COG3711	Transcription antiterminator LicT
FBJMCHFD_00496	CDS	681				hypothetical protein
FBJMCHFD_00497	CDS	1284				hypothetical protein
FBJMCHFD_00498	CDS	1440	dbpA_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
FBJMCHFD_00499	CDS	1149	yxiM	3.1.-.-	COG2755	putative esterase YxiM
FBJMCHFD_00500	CDS	351				hypothetical protein
FBJMCHFD_00501	CDS	453				hypothetical protein
FBJMCHFD_00502	CDS	297				hypothetical protein
FBJMCHFD_00503	CDS	312				hypothetical protein
FBJMCHFD_00504	CDS	351				hypothetical protein
FBJMCHFD_00505	CDS	759				hypothetical protein
FBJMCHFD_00506	CDS	489				hypothetical protein
FBJMCHFD_00507	CDS	852				hypothetical protein
FBJMCHFD_00508	CDS	387				hypothetical protein
FBJMCHFD_00509	CDS	435				hypothetical protein
FBJMCHFD_00510	CDS	381				hypothetical protein
FBJMCHFD_00511	CDS	423	wapI_1			Immunity protein WapI
FBJMCHFD_00512	CDS	411				hypothetical protein
FBJMCHFD_00513	CDS	300				hypothetical protein
FBJMCHFD_00514	CDS	471				hypothetical protein
FBJMCHFD_00515	CDS	555				hypothetical protein
FBJMCHFD_00516	CDS	831				hypothetical protein
FBJMCHFD_00517	CDS	675				hypothetical protein
FBJMCHFD_00518	CDS	690				hypothetical protein
FBJMCHFD_00519	CDS	873				hypothetical protein
FBJMCHFD_00520	CDS	360	wapI_2			Immunity protein WapI
FBJMCHFD_00521	CDS	7005	wapA	3.1.-.-		tRNA(Glu)-specific nuclease WapA
FBJMCHFD_00522	CDS	939				hypothetical protein
FBJMCHFD_00523	CDS	744	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FBJMCHFD_00524	CDS	732	ido	1.14.11.45		L-isoleucine-4-hydroxylase
FBJMCHFD_00525	CDS	447	teaD_2		COG0589	TRAP-T-associated universal stress protein TeaD
FBJMCHFD_00526	CDS	900	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
FBJMCHFD_00527	CDS	555	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
FBJMCHFD_00528	CDS	1830	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
FBJMCHFD_00529	CDS	339				hypothetical protein
FBJMCHFD_00530	CDS	1413				hypothetical protein
FBJMCHFD_00531	CDS	327				hypothetical protein
FBJMCHFD_00532	CDS	1617				hypothetical protein
FBJMCHFD_00533	CDS	270				hypothetical protein
FBJMCHFD_00534	CDS	366				hypothetical protein
FBJMCHFD_00535	CDS	3135	uvrB_1			UvrABC system protein B
FBJMCHFD_00536	CDS	390	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
FBJMCHFD_00537	CDS	2751	recD	3.1.11.5		RecBCD enzyme subunit RecD
FBJMCHFD_00538	CDS	1230	abn2_2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
FBJMCHFD_00539	CDS	1449	hutU_2	4.2.1.49	COG2987	Urocanate hydratase
FBJMCHFD_00540	CDS	903	rocE_2		COG0833	Amino-acid permease RocE
FBJMCHFD_00541	CDS	1302	pdp_2	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
FBJMCHFD_00542	CDS	1182	nupC_2		COG1972	Nucleoside permease NupC
FBJMCHFD_00543	CDS	672	deoC_2	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
FBJMCHFD_00544	CDS	942	deoR_2		COG2390	Deoxyribonucleoside regulator
FBJMCHFD_00545	CDS	828				hypothetical protein
FBJMCHFD_00546	CDS	849				hypothetical protein
FBJMCHFD_00547	CDS	141				hypothetical protein
FBJMCHFD_00548	CDS	582	thiT_1		COG3859	Thiamine transporter ThiT
FBJMCHFD_00549	CDS	1530	yqiK_1		COG2268	Inner membrane protein YqiK
FBJMCHFD_00550	CDS	531	yuaF_1			putative membrane protein YuaF
FBJMCHFD_00551	CDS	489				hypothetical protein
FBJMCHFD_00552	CDS	582	yuaD_1			Putative metal-sulfur cluster biosynthesis proteins YuaD
FBJMCHFD_00553	CDS	1209	gbsB_1	1.1.1.-	COG1454	Choline dehydrogenase
FBJMCHFD_00554	CDS	1473	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
FBJMCHFD_00555	CDS	555	opcR_1		COG1510	HTH-type transcriptional repressor OpcR
FBJMCHFD_00556	CDS	537	bslA_1			Biofilm-surface layer protein A
FBJMCHFD_00557	CDS	669	ktrA_1		COG0569	Ktr system potassium uptake protein A
FBJMCHFD_00558	CDS	846	lytG_1	3.2.1.-	COG1705	Exo-glucosaminidase LytG
FBJMCHFD_00559	CDS	1182	hmp_1	1.14.12.17	COG1017	Flavohemoprotein
FBJMCHFD_00560	CDS	642				hypothetical protein
FBJMCHFD_00561	CDS	321				hypothetical protein
FBJMCHFD_00562	tRNA	73				tRNA-Ala(ggc)
FBJMCHFD_00563	CDS	831	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FBJMCHFD_00564	CDS	1161				hypothetical protein
FBJMCHFD_00565	CDS	987	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
FBJMCHFD_00566	CDS	525	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
FBJMCHFD_00567	CDS	2007	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
FBJMCHFD_00568	CDS	1986	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
FBJMCHFD_00569	CDS	1989	mcpA_3		COG0840	Methyl-accepting chemotaxis protein McpA
FBJMCHFD_00570	CDS	1986	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
FBJMCHFD_00571	CDS	738	tgl_1	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
FBJMCHFD_00572	CDS	255				hypothetical protein
FBJMCHFD_00573	CDS	1032	pnoA	1.13.12.-		Nitronate monooxygenase
FBJMCHFD_00574	CDS	417				hypothetical protein
FBJMCHFD_00575	CDS	1659	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
FBJMCHFD_00576	CDS	1290				hypothetical protein
FBJMCHFD_00577	CDS	678				hypothetical protein
FBJMCHFD_00578	CDS	264				hypothetical protein
FBJMCHFD_00579	CDS	255	mstX_1		COG1226	Protein mistic
FBJMCHFD_00580	CDS	987				hypothetical protein
FBJMCHFD_00581	CDS	405				hypothetical protein
FBJMCHFD_00582	CDS	399				hypothetical protein
FBJMCHFD_00583	CDS	1353	pgi_1	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FBJMCHFD_00584	CDS	567		1.6.5.7		2-hydroxy-1,4-benzoquinone reductase
FBJMCHFD_00585	CDS	645	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
FBJMCHFD_00586	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
FBJMCHFD_00587	CDS	1164	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
FBJMCHFD_00588	CDS	237				hypothetical protein
FBJMCHFD_00589	CDS	393	yugI_1		COG1098	General stress protein 13
FBJMCHFD_00590	CDS	1170	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
FBJMCHFD_00591	CDS	501				hypothetical protein
FBJMCHFD_00592	CDS	822	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
FBJMCHFD_00593	CDS	261				hypothetical protein
FBJMCHFD_00594	CDS	1164	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
FBJMCHFD_00595	CDS	1284	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FBJMCHFD_00596	CDS	387	kapB_1			Kinase-associated lipoprotein B
FBJMCHFD_00597	CDS	699	dinG_1	3.1.-.-		3'-5' exonuclease DinG
FBJMCHFD_00598	CDS	1245	sbnD			Staphyloferrin B transporter
FBJMCHFD_00599	CDS	1875	pbpD_1		COG0744	Penicillin-binding protein 4
FBJMCHFD_00600	CDS	414				hypothetical protein
FBJMCHFD_00601	CDS	558				hypothetical protein
FBJMCHFD_00602	CDS	1602	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
FBJMCHFD_00603	CDS	708	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
FBJMCHFD_00604	CDS	1074	tmpC_2		COG1744	Membrane lipoprotein TmpC
FBJMCHFD_00605	CDS	1533	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FBJMCHFD_00606	CDS	1047				hypothetical protein
FBJMCHFD_00607	CDS	960				hypothetical protein
FBJMCHFD_00608	CDS	219				hypothetical protein
FBJMCHFD_00609	CDS	2403	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
FBJMCHFD_00610	CDS	432	mrpB_1		COG2111	Na(+)/H(+) antiporter subunit B
FBJMCHFD_00611	CDS	342	mrpC_1		COG1006	Na(+)/H(+) antiporter subunit C
FBJMCHFD_00612	CDS	1491	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
FBJMCHFD_00613	CDS	477	mrpE_1		COG1863	Na(+)/H(+) antiporter subunit E
FBJMCHFD_00614	CDS	285	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
FBJMCHFD_00615	CDS	375	mrpG_1		COG1320	Na(+)/H(+) antiporter subunit G
FBJMCHFD_00616	CDS	384		3.1.2.-	COG2050	Putative esterase
FBJMCHFD_00617	CDS	645	comA_1		COG2197	Transcriptional regulatory protein ComA
FBJMCHFD_00618	CDS	2301	comP_1	2.7.13.3		Sensor histidine kinase ComP
FBJMCHFD_00619	CDS	174				hypothetical protein
FBJMCHFD_00620	CDS	861				hypothetical protein
FBJMCHFD_00621	CDS	141	degQ_1			Degradation enzyme regulation protein DegQ
FBJMCHFD_00622	CDS	120				hypothetical protein
FBJMCHFD_00623	CDS	342				hypothetical protein
FBJMCHFD_00624	CDS	1224	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
FBJMCHFD_00625	CDS	1467	pncB_1	6.3.4.21		Nicotinate phosphoribosyltransferase
FBJMCHFD_00626	CDS	552	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FBJMCHFD_00627	CDS	399	yueI_1		COG5506	putative protein YueI
FBJMCHFD_00628	CDS	249				hypothetical protein
FBJMCHFD_00629	CDS	222	gerPF_2			putative spore germination protein GerPF
FBJMCHFD_00630	CDS	1104				hypothetical protein
FBJMCHFD_00631	CDS	237				hypothetical protein
FBJMCHFD_00632	CDS	531				hypothetical protein
FBJMCHFD_00633	CDS	732	yueD_1	1.1.1.320		Benzil reductase ((S)-benzoin forming)
FBJMCHFD_00634	CDS	474				hypothetical protein
FBJMCHFD_00635	CDS	3126	yueB_1		COG1511	ESX secretion system protein YueB
FBJMCHFD_00636	CDS	4476	eccC_1		COG1674	ESX secretion system protein EccC
FBJMCHFD_00637	CDS	1287	essB_1		COG4499	Type VII secretion system protein EssB
FBJMCHFD_00638	CDS	246	yukD_1		COG5417	ESX secretion system protein YukD
FBJMCHFD_00639	CDS	294	yukE_1		COG4842	Protein YukE
FBJMCHFD_00640	CDS	1230	putR_1			Proline-responsive transcriptional activator PutR
FBJMCHFD_00641	CDS	1131	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
FBJMCHFD_00642	CDS	678				hypothetical protein
FBJMCHFD_00643	CDS	216	mbtH_1		COG3251	Protein MbtH
FBJMCHFD_00644	CDS	7128	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
FBJMCHFD_00645	CDS	927	dhbB_1	3.3.2.1	COG1535	Isochorismatase
FBJMCHFD_00646	CDS	1626	dhbE_1	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
FBJMCHFD_00647	CDS	1197	dhbC_1	5.4.4.2	COG1169	Isochorismate synthase DhbC
FBJMCHFD_00648	CDS	786	dhbA_1	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
FBJMCHFD_00649	CDS	870	besA_1	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
FBJMCHFD_00650	CDS	597	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
FBJMCHFD_00651	CDS	594	bioY_2		COG1268	Biotin transporter BioY
FBJMCHFD_00652	CDS	1329				hypothetical protein
FBJMCHFD_00653	CDS	1491	pepA_1	3.4.11.1		putative cytosol aminopeptidase
FBJMCHFD_00654	CDS	477				hypothetical protein
FBJMCHFD_00655	CDS	642	yuiC_1		COG3584	putative protein YuiC
FBJMCHFD_00656	CDS	321				hypothetical protein
FBJMCHFD_00657	CDS	1221		1.6.99.-	COG1252	NADH dehydrogenase-like protein
FBJMCHFD_00658	CDS	996	yumC_1	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
FBJMCHFD_00659	CDS	144				hypothetical protein
FBJMCHFD_00660	CDS	981	guaC_1	1.7.1.7	COG0516	GMP reductase
FBJMCHFD_00661	CDS	222				hypothetical protein
FBJMCHFD_00662	CDS	525				hypothetical protein
FBJMCHFD_00663	CDS	705	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FBJMCHFD_00664	CDS	1656				hypothetical protein
FBJMCHFD_00665	CDS	339				hypothetical protein
FBJMCHFD_00666	CDS	573				hypothetical protein
